NCES ID,State,School District (Portal Name),acfrs_original_name,Year,Net Pension Liability,Net Pension Asset,NPL less NPA,States Proportionate Share of Net Pension liability,Overall Liability (Asset) Associated with District Staff,Comments,Employer name in GASB 68/ACFR,
5306300,WA,Orcas Island School District No 137,Orcas Island School District No 137,2020,"3,359,166",,"3,359,166",,"3,359,166",,,
628680,CA,Orchard School District,Orchard Elementary School District,2020,"10,860,422",,"10,860,422","4,434,633","15,295,055",,,
2923160,MO,orchard farm R-V school district,Orchard Farm R-V School District,2020,,,0,,0,,,
3621900,NY,Orchard Park Central School District,Orchard Park Central School District,2020,"9,103,318","5,914,688","3,188,630",,"3,188,630",,,
2626760,MI,Orchard View Schools,Orchard View Schools,2020,"47,957,584",,"47,957,584",,"47,957,584",,,
628710,CA,Orcutt Union School District,Orcutt Union School District,2020,"50,739,974",,"50,739,974","20,340,839","71,080,813",,,
3174940,NE,Ord Public Schools District No. 5,Ord Public Schools District No. 5,2020,,,0,,0,,,
4833840,TX,Ore City Independent School District,Ore City Independent School District,2020,"2,577,636",,"2,577,636","4,481,655","7,059,291",,,
3904460,OH,Oregon City School District,Oregon City School District,2020,"48,842,682",,"48,842,682",,"48,842,682",,,
4109330,OR,Oregon City School District No. 62,Oregon City School District No. 62,2020,"87,015,712",,"87,015,712",,"87,015,712",,,
1730160,IL,Oregon Community Unit School District 220,Oregon Community Unit School District 220,2020,"1,134,407",,"1,134,407","55,858,862","56,993,269",,,
5511100,WI,Oregon School District,Oregon School District,2020,"837,294","5,729,008","-4,891,714",,"-4,891,714",,,
4110890,OR,Oregon Trail School District 46,Oregon Trail School District 46,2020,"46,430,832",,"46,430,832",,"46,430,832",,,
628830,CA,Orick Elementary School District,Orick Elementary School District,2020,"496,000",,"496,000","155,502","651,502",,,
1921810,IA,Orient-Macksburg Community School District,Orient-Macksburg Community School District,2020,"967,858",,"967,858",,"967,858",,,
628860,CA,Orinda Union School District,Orinda Union School District,2020,"32,547,114",,"32,547,114","12,573,774","45,120,888",,,
600045,CA,Orland Joint Unified School District,Orland Joint Unified School District,2020,"24,653,951",,"24,653,951","9,130,536","33,784,487",,,
1730220,IL,Orland School District 135,Orland School District 135,2020,"14,405,104",,"14,405,104","283,346,828","297,751,932",,,
2201170,LA,Orleans Parish School Board,Orleans Parish School Board,2020,"42,669,930",,"42,669,930",,"42,669,930",,,
628950,CA,Oro Grande School District,Oro Grande School District,2020,"9,428,225",,"9,428,225","2,904,948","12,333,173",,,
629100,CA,Oroville City Elementary School District,Oroville City Elementary School District,2020,"27,064,382",,"27,064,382","10,347,477","37,411,859",,,
5306420,WA,Oroville School District No. 410,Oroville School District No. 410,2020,"2,395,888",,"2,395,888",,"2,395,888",,,
629130,CA,Oroville Union High School District,Oroville Union High School District,2020,"26,299,158",,"26,299,158","9,336,852","35,636,010",,,
3904461,OH,Orrville City School District,Orrville City School District,2020,"18,139,161",,"18,139,161",,"18,139,161",,,
5306450,WA,Orting School District No. 344,Orting School District No. 344,2020,"9,935,292",,"9,935,292",,"9,935,292",,,
4023190,OK,Osage School District C-43,Osage School District C-43,2020,,,0,,0,,,
1921840,IA,Osage Community School District,Osage Community School District,2020,"4,787,004",,"4,787,004",,"4,787,004",,,
4023220,OK,Osage Hills School District C-3,Osage Hills School District C-3,2020,,,0,,0,,,
405670,AZ,Osborn Elementary School District No.8,Osborn Elementary School District No.8,2020,"20,942,035",,"20,942,035",,"20,942,035",,,
1201470,FL,Osceola County District School Board,Osceola County District School Board,2020,"297,815,602",,"297,815,602",,"297,815,602",,,
3175000,NE,Osceola Public Schools,Osceola Public Schools,2020,"1,193,710",,"1,193,710",,"1,193,710",,,
510950,AR,Osceola School District No.1,Osceola School District No.1,2020,"9,984,688",,"9,984,688",,"9,984,688",,,
2626970,MI,Oscoda Area Schools,Oscoda Area Schools,2020,"23,542,244",,"23,542,244",,"23,542,244",,,
5511190,WI,Oshkosh Area School District,Oshkosh Area School District,2020,"990,148","13,378,131","-12,387,983",,"-12,387,983",,,
1921870,IA,Oskaloosa Community School District,Oskaloosa Community School District,2020,"11,434,257",,"11,434,257",,"11,434,257",,,
3904991,OH,Osnaburg Local School District,Osnaburg Local School District,2020,"9,416,463",,"9,416,463",,"9,416,463",,,
5511220,WI,Osseo-Fairchild School District,Osseo-Fairchild School District,2020,,"1,136,476","-1,136,476",,"-1,136,476",,,
3622020,NY,Ossining Union Free School District,Ossining Union Free School District,2020,"8,429,462","8,726,129","-296,667",,"-296,667",,,
3622050,NY,Oswego City School District,Oswego City School District,2020,"6,155,911","4,645,051","1,510,860",,"1,510,860",,,
,NY,Oswego County Board of Cooperative Educational Services,Oswego County Board Of Cooperative Educational Services,2020,"4,864,429","2,649,808","2,214,621",,"2,214,621",,,
3905072,OH,Otsego Local School District,Otsego Local School District,2020,"17,594,213",,"17,594,213",,"17,594,213",,,
2627060,MI,Otsego Public Schools,Otsego Public Schools,2020,"45,689,287",,"45,689,287",,"45,689,287",,,
1730300,IL,Ottawa Elementary School District 141,Ottawa Elementary School District 141,2020,,,0,,0,,,
1730330,IL,Ottawa Township High School District No. 140,Ottawa Township High School District No. 140,2020,,,0,,0,,,
3904938,OH,Ottoville Local School District,Ottoville Local School District,2020,"5,824,462",,"5,824,462",,"5,824,462",,,
1922110,IA,Ottumwa Community School District,Ottumwa Community School District,2020,"23,608,748",,"23,608,748",,"23,608,748",,,
2201200,LA,Ouachita Parish School Board,Ouachita Parish School Board,2020,"223,292,827",,"223,292,827",,"223,292,827",,,
500073,AR,Ouachita River School District,Ouachita River School District,2020,"5,607,750",,"5,607,750",,"5,607,750",,,
510980,AR,Ouachita School District No. 1,ouachita school district,2020,"3,229,606",,"3,229,606",,"3,229,606",,,
629160,CA,Outside Creek Elementary School District,Outside Creek Elementary School District,2020,"804,570",,"804,570","287,101","1,091,671",,,
4703330,TN,Overton County Schools,Overton County Schools,2020,,,0,,0,,,
4833870,TX,Overton Independent School District,overton independent school district,2020,"1,409,704",,"1,409,704","3,161,203","4,570,907",,,
3175060,NE,Overton Public Schools District No. 4,Overton Public Schools District No. 4,2020,,,0,,0,,,
2627150,MI,Ovid Elsie Area Schools,Ovid Elsie Area Schools,2020,"27,929,890",,"27,929,890",,"27,929,890",,,
4023280,OK,Owasso School District I-11,Owasso School District I-11,2020,,,0,,0,,,
2728050,MN,Owatonna Public Schools Independent School District 761,Owatonna Public Schools Independent School District 761,2020,"38,598,628",,"38,598,628","2,993,982","41,592,610",,,
3622170,NY,Owego-Apalachin Central School District,Owego-Apalachin Central School District,2020,"3,891,008","2,273,988","1,617,020",,"1,617,020",,,
2104560,KY,Owen County School District,Owen County School District,2020,"6,973,123",,"6,973,123","28,442,851","35,415,974",,,
4218270,PA,Owen J. Roberts School District,Owen J. Roberts School District,2020,"151,669,000",,"151,669,000",,"151,669,000",,,
2627180,MI,Owendale-Gagetown Area School District,Owendale-Gagetown Area School District,2020,"3,129,247",,"3,129,247",,"3,129,247",,,
629190,CA,Owens Valley Unified School District,Owens Valley Unified School District,2020,"1,794,399",,"1,794,399","720,890","2,515,289",,,
2104590,KY,Owensboro Independent School District,Owensboro Independent School District,2020,"21,248,023",,"21,248,023","107,907,345","129,155,368",,,
2627210,MI,Owosso Public Schools,Owosso Public Schools,2020,"61,936,614",,"61,936,614",,"61,936,614",,,
2104620,KY,Owsley County School District,Owsley County School District,2020,"4,520,700",,"4,520,700","11,429,042","15,949,742",,,
4218300,PA,Oxford Area School District,Oxford Area School District,2020,"79,484,000",,"79,484,000",,"79,484,000",,,
102635,AL,Oxford City Board of Education,Oxford City Board Of Education,2020,"35,821,000",,"35,821,000",,"35,821,000",,,
2627240,MI,Oxford Community Schools,Oxford Community Schools,2020,"115,550,848",,"115,550,848",,"115,550,848",,,
2803450,MS,Oxford School District,Oxford School District,2020,"65,630,727",,"65,630,727",,"65,630,727",,,
629220,CA,Oxnard School District,Oxnard School District,2020,"212,662,416",,"212,662,416","75,362,646","288,025,062",,,
102640,AL,Ozark City Board of Education,Ozark City Board Of Education,2020,"17,344,000",,"17,344,000",,"17,344,000",,,
500076,AR,Ozark Mountain School District,Ozark Mountain School District,2020,"6,097,428",,"6,097,428",,"6,097,428",,,
2923430,MO,ozark R-Vi school district,Ozark R-Vi School District,2020,,,0,,0,,,
511010,AR,Ozark School District No. 14,Ozark School District No. 14,2020,"13,745,974",,"13,745,974",,"13,745,974",,,
629280,CA,Pacheco Union Elementary School District,Pacheco Union Elementary School District,2020,"6,621,472",,"6,621,472","2,463,690","9,085,162",,,
629370,CA,Pacific Grove Unified School District,Pacific Grove Unified School District,2020,"42,658,034",,"42,658,034","15,541,643","58,199,677",,,
620460,CA,Pacifica School District,Pacifica School District,2020,"30,189,188",,"30,189,188","8,821,650","39,010,838",,,
4023340,OK,Paden Public Schools I-14,Paden Public Schools I-14,2020,,,0,,0,,,
2104650,KY,Paducah Independent School District,Paducah Independent School District,2020,"13,406,812",,"13,406,812","57,298,297","70,705,109",,,
4833900,TX,Paducah Independent School District,Paducah Independent School District,2020,"553,096",,"553,096","1,333,540","1,886,636",,,
405820,AZ,Page Unified School District No.8,Page Unified School District No.8,2020,"20,050,048",,"20,050,048",,"20,050,048",,,
3910015,OH,Painesville City Local School District,Painesville City Local School District,2020,"42,244,410",,"42,244,410",,"42,244,410",,,
4833960,TX,Paint Creek Independent School District,Paint Creek Independent School District,2020,"443,846",,"443,846","870,447","1,314,293",,,
4833980,TX,Paint Rock Independent School District,Paint Rock Independent School District,2020,"834,701",,"834,701","1,300,924","2,135,625",,,
3904951,OH,Paint Valley Local School District,Paint Valley Local School District,2020,"10,100,339",,"10,100,339",,"10,100,339",,,
2104680,KY,Paintsville Independent School District,Paintsville Independent School District,2020,"2,345,380",,"2,345,380","17,206,735","19,552,115",,,
629490,CA,Pajaro Valley Unified School District,Pajaro Valley Unified School District,2020,"262,511,358",,"262,511,358","92,468,698","354,980,056",,,
4834020,TX,Palacios Independent School District,Palacios Independent School District,2020,"5,024,694",,"5,024,694","7,170,126","12,194,820",,,
629540,CA,Palermo Union School District,Palermo Union School District,2020,"15,732,396",,"15,732,396","5,729,144","21,461,540",,,
4834050,TX,Palestine Independent School District,Palestine Independent School District,2020,"10,293,077",,"10,293,077","14,053,076","24,346,153",,,
500051,AR,Palestine-Wheatley School District No. 23,palestine-wheatley school district,2020,"4,995,192",,"4,995,192",,"4,995,192",,,
3412360,NJ,Palisades Park Board of Education,Palisades Park Board Of Education,2020,"4,328,154",,"4,328,154","70,294,718","74,622,872",,,
1201500,FL,The School District of Palm Beach County,Palm Beach District School Board,2020,"1,151,170,000",,"1,151,170,000",,"1,151,170,000",,,
629550,CA,Palm Springs Unified School District,Palm Springs Unified School District,2020,"313,535,511",,"313,535,511","118,879,155","432,414,666",,,
629580,CA,Palmdale School District,Palmdale School District,2020,"244,369,672",,"244,369,672","89,995,361","334,365,033",,,
4834110,TX,Palmer Independent School District,Palmer Independent School District,2020,"3,328,974",,"3,328,974","5,535,175","8,864,149",,,
3100089,NE,Palmer Public Schools District No. 49,Palmer Public Schools District No. 49,2020,,,0,,0,,,
4218360,PA,Palmerton Area School District,Palmerton Area School District,2020,"41,215,000",,"41,215,000",,"41,215,000",,,
4218390,PA,Palmyra Area School District,Palmyra Area School District,2020,"72,560,000",,"72,560,000",,"72,560,000",,,
3412390,NJ,Borough of Palmyra School District,Borough Of Palmyra School District,2020,,,0,,0,,,
2923490,MO,palmyra R-1 school district,Palmyra R-1 School District,2020,"8,831,001",,"8,831,001",,"8,831,001",,,
3622380,NY,Palmyra-Macedon Central School District,Palmyra-Macedon Central School District,2020,"3,657,699","2,226,672","1,431,027",,"1,431,027",,,
629610,CA,Palo Alto Unified School District,Palo Alto Unified School District,2020,"269,358,230",,"269,358,230","102,646,883","372,005,113",,,
4834140,TX,Palo Pinto Independent School District,Palo Pinto Independent School District,2020,"316,655",,"316,655","618,424","935,079",,,
629640,CA,Palo Verde Unified School District,Palo Verde Unified School District,2020,"37,421,416",,"37,421,416","12,525,581","49,946,997",,,
629670,CA,Palo Verde Union Elementary School District,Palo Verde Union Elementary School District,2020,"5,669,093",,"5,669,093","2,112,391","7,781,484",,,
405880,AZ,Palominas Elementary School District No. 49,Palominas Elementary School District No. 49,2020,"7,243,569",,"7,243,569",,"7,243,569",,,
1730600,IL,Palos Community Consolidated School District No. 118,Palos Community Consolidated School District No. 118,2020,"2,535,024",,"2,535,024","98,522,530","101,057,554",,,
629700,CA,Palos Verdes Peninsula Unified School District,Palos Verdes Peninsula Unified School District,2020,"142,577,086",,"142,577,086","48,977,939","191,555,025",,,
3703510,NC,Pamlico County Board of Education,Pamlico County Board Of Education,2020,"6,548,806",,"6,548,806",,"6,548,806",,,
4834170,TX,Pampa Independent School District,Pampa Independent School District,2020,"9,894,261",,"9,894,261","13,490,821","23,385,082",,,
1730630,IL,Pana Community Unit School District 8,Pana Community Unit School District 8,2020,,,0,,0,,,
4023370,OK,Panama School District I-20,Panama School District I-20,2020,,,0,,0,,,
606390,CA,Panama Buena Vista Union School District,Panama Buena Vista Union School District,2020,"210,002,699",,"210,002,699","78,577,415","288,580,114",,,
